video_name,class_name,video_path,frame_count,fps,duration_sec,width,height,is_readable
cover_0023.avi,cover,Dataset\rawData\cover\cover_0023.avi,59,25,2.36,1280,720,True
cover_0024.avi,cover,Dataset\rawData\cover\cover_0024.avi,53,25,2.12,1280,720,True
cover_0025.avi,cover,Dataset\rawData\cover\cover_0025.avi,51,25,2.04,1280,720,True
cover_0026.avi,cover,Dataset\rawData\cover\cover_0026.avi,65,25,2.6,1280,720,True
cover_0027.avi,cover,Dataset\rawData\cover\cover_0027.avi,63,25,2.52,1280,720,True
cover_0028.avi,cover,Dataset\rawData\cover\cover_0028.avi,58,25,2.32,1280,720,True
cover_0029.avi,cover,Dataset\rawData\cover\cover_0029.avi,78,25,3.12,1280,720,True
cover_0030.avi,cover,Dataset\rawData\cover\cover_0030.avi,54,25,2.16,1280,720,True
cover_0031.avi,cover,Dataset\rawData\cover\cover_0031.avi,65,25,2.6,1280,720,True
cover_0032.avi,cover,Dataset\rawData\cover\cover_0032.avi,50,25,2.0,1280,720,True
cover_0033.avi,cover,Dataset\rawData\cover\cover_0033.avi,61,25,2.44,1280,720,True
cover_0034.avi,cover,Dataset\rawData\cover\cover_0034.avi,65,25,2.6,1280,720,True
cover_0035.avi,cover,Dataset\rawData\cover\cover_0035.avi,42,25,1.68,1280,720,True
cover_0036.avi,cover,Dataset\rawData\cover\cover_0036.avi,62,25,2.48,1280,720,True
cover_0037.avi,cover,Dataset\rawData\cover\cover_0037.avi,57,25,2.28,1280,720,True
cover_0038.avi,cover,Dataset\rawData\cover\cover_0038.avi,69,25,2.76,1280,720,True
cover_0039.avi,cover,Dataset\rawData\cover\cover_0039.avi,61,25,2.44,1280,720,True
cover_0040.avi,cover,Dataset\rawData\cover\cover_0040.avi,50,25,2.0,1280,720,True
cover_0041.avi,cover,Dataset\rawData\cover\cover_0041.avi,57,25,2.28,1280,720,True
cover_0042.avi,cover,Dataset\rawData\cover\cover_0042.avi,55,25,2.2,1280,720,True
cover_0043.avi,cover,Dataset\rawData\cover\cover_0043.avi,72,25,2.88,1280,720,True
cover_0044.avi,cover,Dataset\rawData\cover\cover_0044.avi,52,25,2.08,1280,720,True
cover_0045.avi,cover,Dataset\rawData\cover\cover_0045.avi,63,25,2.52,1280,720,True
cover_0046.avi,cover,Dataset\rawData\cover\cover_0046.avi,77,25,3.08,1280,720,True
cover_0047.avi,cover,Dataset\rawData\cover\cover_0047.avi,57,25,2.28,1280,720,True
cover_0048.avi,cover,Dataset\rawData\cover\cover_0048.avi,72,25,2.88,1280,720,True
cover_0049.avi,cover,Dataset\rawData\cover\cover_0049.avi,58,25,2.32,1280,720,True
cover_0050.avi,cover,Dataset\rawData\cover\cover_0050.avi,49,25,1.96,1280,720,True
cover_0051.avi,cover,Dataset\rawData\cover\cover_0051.avi,59,25,2.36,1280,720,True
cover_0052.avi,cover,Dataset\rawData\cover\cover_0052.avi,39,25,1.56,1280,720,True
cover_0053.avi,cover,Dataset\rawData\cover\cover_0053.avi,58,25,2.32,1280,720,True
cover_0054.avi,cover,Dataset\rawData\cover\cover_0054.avi,50,25,2.0,1280,720,True
cover_0055.avi,cover,Dataset\rawData\cover\cover_0055.avi,51,25,2.04,1280,720,True
cover_0056.avi,cover,Dataset\rawData\cover\cover_0056.avi,71,25,2.84,1280,720,True
cover_0057.avi,cover,Dataset\rawData\cover\cover_0057.avi,80,25,3.2,1280,720,True
cover_0058.avi,cover,Dataset\rawData\cover\cover_0058.avi,82,25,3.28,1280,720,True
cover_0059.avi,cover,Dataset\rawData\cover\cover_0059.avi,52,25,2.08,1280,720,True
cover_0060.avi,cover,Dataset\rawData\cover\cover_0060.avi,56,25,2.24,1280,720,True
cover_0061.avi,cover,Dataset\rawData\cover\cover_0061.avi,63,25,2.52,1280,720,True
cover_0062.avi,cover,Dataset\rawData\cover\cover_0062.avi,51,25,2.04,1280,720,True
cover_0063.avi,cover,Dataset\rawData\cover\cover_0063.avi,62,25,2.48,1280,720,True
cover_0064.avi,cover,Dataset\rawData\cover\cover_0064.avi,50,25,2.0,1280,720,True
cover_0065.avi,cover,Dataset\rawData\cover\cover_0065.avi,65,25,2.6,1280,720,True
cover_0066.avi,cover,Dataset\rawData\cover\cover_0066.avi,52,25,2.08,1280,720,True
cover_0067.avi,cover,Dataset\rawData\cover\cover_0067.avi,50,25,2.0,1280,720,True
cover_0068.avi,cover,Dataset\rawData\cover\cover_0068.avi,54,25,2.16,1280,720,True
cover_0069.avi,cover,Dataset\rawData\cover\cover_0069.avi,50,25,2.0,1280,720,True
cover_0070.avi,cover,Dataset\rawData\cover\cover_0070.avi,50,25,2.0,640,480,True
cover_0071.avi,cover,Dataset\rawData\cover\cover_0071.avi,59,25,2.36,640,480,True
cover_0072.avi,cover,Dataset\rawData\cover\cover_0072.avi,65,25,2.6,640,480,True
cover_0073.avi,cover,Dataset\rawData\cover\cover_0073.avi,66,25,2.64,640,480,True
cover_0074.avi,cover,Dataset\rawData\cover\cover_0074.avi,88,25,3.52,1280,720,True
cover_0075.avi,cover,Dataset\rawData\cover\cover_0075.avi,55,25,2.2,1280,720,True
cover_0076.avi,cover,Dataset\rawData\cover\cover_0076.avi,78,25,3.12,1280,720,True
cover_0077.avi,cover,Dataset\rawData\cover\cover_0077.avi,65,25,2.6,1280,720,True
cover_0078.avi,cover,Dataset\rawData\cover\cover_0078.avi,55,25,2.2,1280,720,True
cover_0079.avi,cover,Dataset\rawData\cover\cover_0079.avi,55,25,2.2,1280,720,True
cover_0080.avi,cover,Dataset\rawData\cover\cover_0080.avi,86,25,3.44,1280,720,True
cover_0081.avi,cover,Dataset\rawData\cover\cover_0081.avi,53,25,2.12,1280,720,True
cover_0082.avi,cover,Dataset\rawData\cover\cover_0082.avi,50,25,2.0,1280,720,True
cover_0083.avi,cover,Dataset\rawData\cover\cover_0083.avi,60,25,2.4,1280,720,True
cover_0084.avi,cover,Dataset\rawData\cover\cover_0084.avi,49,25,1.96,1280,720,True
cover_0085.avi,cover,Dataset\rawData\cover\cover_0085.avi,63,25,2.52,1280,720,True
cover_0086.avi,cover,Dataset\rawData\cover\cover_0086.avi,52,25,2.08,1280,720,True
cover_0087.avi,cover,Dataset\rawData\cover\cover_0087.avi,45,25,1.8,1280,720,True
cover_0088.avi,cover,Dataset\rawData\cover\cover_0088.avi,40,25,1.6,1280,720,True
cover_0089.avi,cover,Dataset\rawData\cover\cover_0089.avi,40,25,1.6,1280,720,True
cover_0090.avi,cover,Dataset\rawData\cover\cover_0090.avi,44,25,1.76,1280,720,True
cover_0091.avi,cover,Dataset\rawData\cover\cover_0091.avi,45,25,1.8,1280,720,True
cover_0092.avi,cover,Dataset\rawData\cover\cover_0092.avi,48,25,1.92,1280,720,True
cover_0093.avi,cover,Dataset\rawData\cover\cover_0093.avi,71,25,2.84,1280,720,True
cover_0094.avi,cover,Dataset\rawData\cover\cover_0094.avi,50,25,2.0,1280,720,True
cover_0095.avi,cover,Dataset\rawData\cover\cover_0095.avi,55,25,2.2,1280,720,True
cover_0096.avi,cover,Dataset\rawData\cover\cover_0096.avi,65,25,2.6,1280,720,True
cover_0097.avi,cover,Dataset\rawData\cover\cover_0097.avi,52,25,2.08,1280,720,True
cover_0098.avi,cover,Dataset\rawData\cover\cover_0098.avi,62,25,2.48,1280,720,True
cover_0099.avi,cover,Dataset\rawData\cover\cover_0099.avi,60,25,2.4,1280,720,True
cover_0100.avi,cover,Dataset\rawData\cover\cover_0100.avi,39,25,1.56,1280,720,True
cover_0101.avi,cover,Dataset\rawData\cover\cover_0101.avi,66,25,2.64,1280,720,True
cover_0102.avi,cover,Dataset\rawData\cover\cover_0102.avi,41,25,1.64,1280,720,True
cover_0103.avi,cover,Dataset\rawData\cover\cover_0103.avi,53,25,2.12,1280,720,True
cover_0104.avi,cover,Dataset\rawData\cover\cover_0104.avi,60,25,2.4,1280,720,True
cover_0105.avi,cover,Dataset\rawData\cover\cover_0105.avi,55,25,2.2,1280,720,True
cover_0106.avi,cover,Dataset\rawData\cover\cover_0106.avi,51,25,2.04,1280,720,True
cover_0107.avi,cover,Dataset\rawData\cover\cover_0107.avi,62,25,2.48,1280,720,True
cover_0108.avi,cover,Dataset\rawData\cover\cover_0108.avi,41,25,1.64,1280,720,True
cover_0109.avi,cover,Dataset\rawData\cover\cover_0109.avi,36,25,1.44,1280,720,True
cover_0110.avi,cover,Dataset\rawData\cover\cover_0110.avi,35,25,1.4,1280,720,True
cover_0111.avi,cover,Dataset\rawData\cover\cover_0111.avi,34,25,1.36,1280,720,True
cover_0112.avi,cover,Dataset\rawData\cover\cover_0112.avi,45,25,1.8,1280,720,True
cover_0113.avi,cover,Dataset\rawData\cover\cover_0113.avi,55,25,2.2,1280,720,True
cover_0114.avi,cover,Dataset\rawData\cover\cover_0114.avi,57,25,2.28,1280,720,True
cover_0115.avi,cover,Dataset\rawData\cover\cover_0115.avi,40,25,1.6,1280,720,True
cover_0116.avi,cover,Dataset\rawData\cover\cover_0116.avi,51,25,2.04,1280,720,True
cover_0117.avi,cover,Dataset\rawData\cover\cover_0117.avi,29,25,1.16,1280,720,True
cover_0118.avi,cover,Dataset\rawData\cover\cover_0118.avi,57,25,2.28,1280,720,True
cover_0119.avi,cover,Dataset\rawData\cover\cover_0119.avi,33,25,1.32,1280,720,True
cover_0120.avi,cover,Dataset\rawData\cover\cover_0120.avi,71,25,2.84,1280,720,True
cover_0121.avi,cover,Dataset\rawData\cover\cover_0121.avi,31,25,1.24,1280,720,True
cover_0122.avi,cover,Dataset\rawData\cover\cover_0122.avi,65,25,2.6,1280,720,True
cover_0123.avi,cover,Dataset\rawData\cover\cover_0123.avi,30,25,1.2,1280,720,True
cover_0124.avi,cover,Dataset\rawData\cover\cover_0124.avi,75,25,3.0,1280,720,True
cover_0125.avi,cover,Dataset\rawData\cover\cover_0125.avi,55,25,2.2,1280,720,True
cover_0126.avi,cover,Dataset\rawData\cover\cover_0126.avi,45,25,1.8,1280,720,True
cover_0127.avi,cover,Dataset\rawData\cover\cover_0127.avi,64,25,2.56,1280,720,True
cover_0128.avi,cover,Dataset\rawData\cover\cover_0128.avi,30,25,1.2,1280,720,True
cover_0129.avi,cover,Dataset\rawData\cover\cover_0129.avi,67,25,2.68,1280,720,True
cover_0130.avi,cover,Dataset\rawData\cover\cover_0130.avi,35,25,1.4,1280,720,True
cover_0131.avi,cover,Dataset\rawData\cover\cover_0131.avi,61,25,2.44,1280,720,True
cover_0132.avi,cover,Dataset\rawData\cover\cover_0132.avi,37,25,1.48,1280,720,True
cover_0133.avi,cover,Dataset\rawData\cover\cover_0133.avi,50,25,2.0,1280,720,True
cover_0134.avi,cover,Dataset\rawData\cover\cover_0134.avi,36,25,1.44,1280,720,True
cover_0135.avi,cover,Dataset\rawData\cover\cover_0135.avi,53,25,2.12,1280,720,True
cover_0136.avi,cover,Dataset\rawData\cover\cover_0136.avi,57,25,2.28,1280,720,True
cover_0137.avi,cover,Dataset\rawData\cover\cover_0137.avi,70,25,2.8,1280,720,True
cover_0138.avi,cover,Dataset\rawData\cover\cover_0138.avi,56,25,2.24,1280,720,True
cover_0139.avi,cover,Dataset\rawData\cover\cover_0139.avi,39,25,1.56,1280,720,True
cover_0140.avi,cover,Dataset\rawData\cover\cover_0140.avi,63,25,2.52,1280,720,True
cover_0141.avi,cover,Dataset\rawData\cover\cover_0141.avi,42,25,1.68,1280,720,True
cover_0142.avi,cover,Dataset\rawData\cover\cover_0142.avi,91,25,3.64,1280,720,True
cover_0143.avi,cover,Dataset\rawData\cover\cover_0143.avi,40,25,1.6,1280,720,True
cover_0144.avi,cover,Dataset\rawData\cover\cover_0144.avi,39,25,1.56,1280,720,True
cover_0145.avi,cover,Dataset\rawData\cover\cover_0145.avi,59,25,2.36,1280,720,True
cover_0146.avi,cover,Dataset\rawData\cover\cover_0146.avi,34,25,1.36,1280,720,True
cover_0147.avi,cover,Dataset\rawData\cover\cover_0147.avi,70,25,2.8,1280,720,True
cover_0148.avi,cover,Dataset\rawData\cover\cover_0148.avi,34,25,1.36,1280,720,True
cover_0149.avi,cover,Dataset\rawData\cover\cover_0149.avi,71,25,2.84,1280,720,True
cover_0150.avi,cover,Dataset\rawData\cover\cover_0150.avi,42,25,1.68,1280,720,True
cover_0151.avi,cover,Dataset\rawData\cover\cover_0151.avi,61,25,2.44,1280,720,True
cover_0152.avi,cover,Dataset\rawData\cover\cover_0152.avi,27,25,1.08,1280,720,True
cover_0153.avi,cover,Dataset\rawData\cover\cover_0153.avi,59,25,2.36,1280,720,True
cover_0154.avi,cover,Dataset\rawData\cover\cover_0154.avi,36,25,1.44,1280,720,True
cover_0155.avi,cover,Dataset\rawData\cover\cover_0155.avi,56,25,2.24,1280,720,True
cover_0156.avi,cover,Dataset\rawData\cover\cover_0156.avi,51,25,2.04,1280,720,True
cover_0157.avi,cover,Dataset\rawData\cover\cover_0157.avi,59,25,2.36,1280,720,True
cover_0158.avi,cover,Dataset\rawData\cover\cover_0158.avi,59,25,2.36,1280,720,True
cover_0159.avi,cover,Dataset\rawData\cover\cover_0159.avi,49,25,1.96,1280,720,True
cover_0160.avi,cover,Dataset\rawData\cover\cover_0160.avi,60,25,2.4,1280,720,True
cover_0161.avi,cover,Dataset\rawData\cover\cover_0161.avi,58,25,2.32,1280,720,True
cover_0162.avi,cover,Dataset\rawData\cover\cover_0162.avi,35,25,1.4,1280,720,True
cover_0163.avi,cover,Dataset\rawData\cover\cover_0163.avi,35,25,1.4,1280,720,True
cover_0164.avi,cover,Dataset\rawData\cover\cover_0164.avi,55,25,2.2,1280,720,True
cover_0165.avi,cover,Dataset\rawData\cover\cover_0165.avi,65,25,2.6,1280,720,True
cover_0166.avi,cover,Dataset\rawData\cover\cover_0166.avi,48,25,1.92,1280,720,True
cover_0167.avi,cover,Dataset\rawData\cover\cover_0167.avi,48,25,1.92,1280,720,True
cover_0168.avi,cover,Dataset\rawData\cover\cover_0168.avi,75,25,3.0,1280,720,True
cover_0169.avi,cover,Dataset\rawData\cover\cover_0169.avi,46,25,1.84,1280,720,True
cover_0170.avi,cover,Dataset\rawData\cover\cover_0170.avi,46,25,1.84,1280,720,True
cover_0171.avi,cover,Dataset\rawData\cover\cover_0171.avi,80,25,3.2,1280,720,True
cover_0172.avi,cover,Dataset\rawData\cover\cover_0172.avi,50,25,2.0,1280,720,True
cover_0173.avi,cover,Dataset\rawData\cover\cover_0173.avi,50,25,2.0,1280,720,True
cover_0174.avi,cover,Dataset\rawData\cover\cover_0174.avi,77,25,3.08,1280,720,True
cover_0175.avi,cover,Dataset\rawData\cover\cover_0175.avi,55,25,2.2,1280,720,True
cover_0176.avi,cover,Dataset\rawData\cover\cover_0176.avi,55,25,2.2,1280,720,True
cover_0177.avi,cover,Dataset\rawData\cover\cover_0177.avi,82,25,3.28,1280,720,True
cover_0178.avi,cover,Dataset\rawData\cover\cover_0178.avi,55,25,2.2,1280,720,True
cover_0179.avi,cover,Dataset\rawData\cover\cover_0179.avi,55,25,2.2,1280,720,True
cover_0180.avi,cover,Dataset\rawData\cover\cover_0180.avi,101,25,4.04,1280,720,True
cover_0181.avi,cover,Dataset\rawData\cover\cover_0181.avi,75,25,3.0,1280,720,True
cover_0182.avi,cover,Dataset\rawData\cover\cover_0182.avi,75,25,3.0,1280,720,True
cover_0183.avi,cover,Dataset\rawData\cover\cover_0183.avi,63,25,2.52,1280,720,True
cover_0184.avi,cover,Dataset\rawData\cover\cover_0184.avi,50,25,2.0,1280,720,True
cover_0185.avi,cover,Dataset\rawData\cover\cover_0185.avi,50,25,2.0,1280,720,True
cover_0186.avi,cover,Dataset\rawData\cover\cover_0186.avi,50,25,2.0,1280,720,True
cover_0187.avi,cover,Dataset\rawData\cover\cover_0187.avi,48,25,1.92,1280,720,True
cover_0188.avi,cover,Dataset\rawData\cover\cover_0188.avi,68,25,2.72,1280,720,True
defense_0001.avi,defense,Dataset\rawData\defense\defense_0001.avi,85,25,3.4,1280,720,True
defense_0002.avi,defense,Dataset\rawData\defense\defense_0002.avi,72,25,2.88,1280,720,True
defense_0003.avi,defense,Dataset\rawData\defense\defense_0003.avi,47,25,1.88,1280,720,True
defense_0004.avi,defense,Dataset\rawData\defense\defense_0004.avi,52,25,2.08,1280,720,True
defense_0005.avi,defense,Dataset\rawData\defense\defense_0005.avi,55,25,2.2,1280,720,True
defense_0006.avi,defense,Dataset\rawData\defense\defense_0006.avi,95,25,3.8,1280,720,True
defense_0007.avi,defense,Dataset\rawData\defense\defense_0007.avi,75,25,3.0,1280,720,True
defense_0008.avi,defense,Dataset\rawData\defense\defense_0008.avi,96,25,3.84,1280,720,True
defense_0009.avi,defense,Dataset\rawData\defense\defense_0009.avi,99,25,3.96,1280,720,True
defense_0010.avi,defense,Dataset\rawData\defense\defense_0010.avi,81,25,3.24,1280,720,True
defense_0011.avi,defense,Dataset\rawData\defense\defense_0011.avi,77,25,3.08,1280,720,True
defense_0012.avi,defense,Dataset\rawData\defense\defense_0012.avi,84,25,3.36,1280,720,True
defense_0013.avi,defense,Dataset\rawData\defense\defense_0013.avi,80,25,3.2,1280,720,True
defense_0014.avi,defense,Dataset\rawData\defense\defense_0014.avi,75,25,3.0,1280,720,True
defense_0015.avi,defense,Dataset\rawData\defense\defense_0015.avi,70,25,2.8,1280,720,True
defense_0016.avi,defense,Dataset\rawData\defense\defense_0016.avi,88,25,3.52,1280,720,True
defense_0017.avi,defense,Dataset\rawData\defense\defense_0017.avi,85,25,3.4,1280,720,True
defense_0018.avi,defense,Dataset\rawData\defense\defense_0018.avi,70,25,2.8,1280,720,True
defense_0019.avi,defense,Dataset\rawData\defense\defense_0019.avi,80,25,3.2,1280,720,True
defense_0020.avi,defense,Dataset\rawData\defense\defense_0020.avi,75,25,3.0,1280,720,True
defense_0021.avi,defense,Dataset\rawData\defense\defense_0021.avi,80,25,3.2,1280,720,True
defense_0022.avi,defense,Dataset\rawData\defense\defense_0022.avi,95,25,3.8,1280,720,True
defense_0023.avi,defense,Dataset\rawData\defense\defense_0023.avi,70,25,2.8,1280,720,True
defense_0024.avi,defense,Dataset\rawData\defense\defense_0024.avi,90,25,3.6,1280,720,True
defense_0025.avi,defense,Dataset\rawData\defense\defense_0025.avi,93,25,3.72,1280,720,True
defense_0026.avi,defense,Dataset\rawData\defense\defense_0026.avi,82,25,3.28,1280,720,True
defense_0027.avi,defense,Dataset\rawData\defense\defense_0027.avi,77,25,3.08,1280,720,True
defense_0028.avi,defense,Dataset\rawData\defense\defense_0028.avi,76,25,3.04,1280,720,True
defense_0029.avi,defense,Dataset\rawData\defense\defense_0029.avi,92,25,3.68,1280,720,True
defense_0030.avi,defense,Dataset\rawData\defense\defense_0030.avi,72,25,2.88,1280,720,True
defense_0031.avi,defense,Dataset\rawData\defense\defense_0031.avi,96,25,3.84,1280,720,True
defense_0032.avi,defense,Dataset\rawData\defense\defense_0032.avi,85,25,3.4,1280,720,True
defense_0033.avi,defense,Dataset\rawData\defense\defense_0033.avi,96,25,3.84,1280,720,True
defense_0034.avi,defense,Dataset\rawData\defense\defense_0034.avi,75,25,3.0,1280,720,True
defense_0035.avi,defense,Dataset\rawData\defense\defense_0035.avi,83,25,3.32,1280,720,True
defense_0036.avi,defense,Dataset\rawData\defense\defense_0036.avi,85,25,3.4,1280,720,True
defense_0037.avi,defense,Dataset\rawData\defense\defense_0037.avi,96,25,3.84,1280,720,True
defense_0038.avi,defense,Dataset\rawData\defense\defense_0038.avi,68,25,2.72,1280,720,True
defense_0039.avi,defense,Dataset\rawData\defense\defense_0039.avi,108,25,4.32,1280,720,True
defense_0040.avi,defense,Dataset\rawData\defense\defense_0040.avi,127,25,5.08,1280,720,True
defense_0041.avi,defense,Dataset\rawData\defense\defense_0041.avi,98,25,3.92,1280,720,True
defense_0042.avi,defense,Dataset\rawData\defense\defense_0042.avi,80,25,3.2,1280,720,True
defense_0043.avi,defense,Dataset\rawData\defense\defense_0043.avi,85,25,3.4,1280,720,True
defense_0044.avi,defense,Dataset\rawData\defense\defense_0044.avi,90,25,3.6,1280,720,True
defense_0045.avi,defense,Dataset\rawData\defense\defense_0045.avi,98,25,3.92,1280,720,True
defense_0046.avi,defense,Dataset\rawData\defense\defense_0046.avi,78,25,3.12,1280,720,True
defense_0047.avi,defense,Dataset\rawData\defense\defense_0047.avi,51,25,2.04,1280,720,True
defense_0048.avi,defense,Dataset\rawData\defense\defense_0048.avi,74,25,2.96,1280,720,True
defense_0049.avi,defense,Dataset\rawData\defense\defense_0049.avi,68,25,2.72,1280,720,True
defense_0050.avi,defense,Dataset\rawData\defense\defense_0050.avi,72,25,2.88,1280,720,True
defense_0051.avi,defense,Dataset\rawData\defense\defense_0051.avi,73,25,2.92,1280,720,True
defense_0052.avi,defense,Dataset\rawData\defense\defense_0052.avi,90,25,3.6,1280,720,True
defense_0053.avi,defense,Dataset\rawData\defense\defense_0053.avi,94,25,3.76,1280,720,True
defense_0054.avi,defense,Dataset\rawData\defense\defense_0054.avi,83,25,3.32,1280,720,True
defense_0055.avi,defense,Dataset\rawData\defense\defense_0055.avi,83,25,3.32,1280,720,True
defense_0056.avi,defense,Dataset\rawData\defense\defense_0056.avi,90,25,3.6,1280,720,True
defense_0057.avi,defense,Dataset\rawData\defense\defense_0057.avi,82,25,3.28,1280,720,True
defense_0058.avi,defense,Dataset\rawData\defense\defense_0058.avi,68,25,2.72,1280,720,True
defense_0059.avi,defense,Dataset\rawData\defense\defense_0059.avi,47,25,1.88,1280,720,True
defense_0060.avi,defense,Dataset\rawData\defense\defense_0060.avi,75,25,3.0,1280,720,True
defense_0061.avi,defense,Dataset\rawData\defense\defense_0061.avi,94,25,3.76,1280,720,True
defense_0062.avi,defense,Dataset\rawData\defense\defense_0062.avi,86,25,3.44,1280,720,True
defense_0063.avi,defense,Dataset\rawData\defense\defense_0063.avi,73,25,2.92,1280,720,True
defense_0064.avi,defense,Dataset\rawData\defense\defense_0064.avi,91,25,3.64,1280,720,True
defense_0065.avi,defense,Dataset\rawData\defense\defense_0065.avi,90,25,3.6,1280,720,True
defense_0066.avi,defense,Dataset\rawData\defense\defense_0066.avi,67,25,2.68,1280,720,True
defense_0067.avi,defense,Dataset\rawData\defense\defense_0067.avi,80,25,3.2,1280,720,True
defense_0068.avi,defense,Dataset\rawData\defense\defense_0068.avi,80,25,3.2,1280,720,True
defense_0069.avi,defense,Dataset\rawData\defense\defense_0069.avi,75,25,3.0,1280,720,True
defense_0070.avi,defense,Dataset\rawData\defense\defense_0070.avi,88,25,3.52,1280,720,True
defense_0071.avi,defense,Dataset\rawData\defense\defense_0071.avi,75,25,3.0,1280,720,True
defense_0072.avi,defense,Dataset\rawData\defense\defense_0072.avi,90,25,3.6,1280,720,True
defense_0073.avi,defense,Dataset\rawData\defense\defense_0073.avi,50,25,2.0,1280,720,True
defense_0074.avi,defense,Dataset\rawData\defense\defense_0074.avi,46,25,1.84,1280,720,True
defense_0075.avi,defense,Dataset\rawData\defense\defense_0075.avi,79,25,3.16,1280,720,True
defense_0076.avi,defense,Dataset\rawData\defense\defense_0076.avi,71,25,2.84,1280,720,True
defense_0077.avi,defense,Dataset\rawData\defense\defense_0077.avi,86,25,3.44,1280,720,True
defense_0078.avi,defense,Dataset\rawData\defense\defense_0078.avi,81,25,3.24,1280,720,True
defense_0079.avi,defense,Dataset\rawData\defense\defense_0079.avi,85,25,3.4,1280,720,True
defense_0080.avi,defense,Dataset\rawData\defense\defense_0080.avi,73,25,2.92,1280,720,True
defense_0081.avi,defense,Dataset\rawData\defense\defense_0081.avi,84,25,3.36,1280,720,True
defense_0082.avi,defense,Dataset\rawData\defense\defense_0082.avi,85,25,3.4,1280,720,True
defense_0083.avi,defense,Dataset\rawData\defense\defense_0083.avi,79,25,3.16,1280,720,True
defense_0084.avi,defense,Dataset\rawData\defense\defense_0084.avi,97,25,3.88,1280,720,True
defense_0085.avi,defense,Dataset\rawData\defense\defense_0085.avi,45,25,1.8,1280,720,True
defense_0086.avi,defense,Dataset\rawData\defense\defense_0086.avi,38,25,1.52,1280,720,True
defense_0087.avi,defense,Dataset\rawData\defense\defense_0087.avi,35,25,1.4,1280,720,True
defense_0088.avi,defense,Dataset\rawData\defense\defense_0088.avi,43,25,1.72,1280,720,True
defense_0089.avi,defense,Dataset\rawData\defense\defense_0089.avi,41,25,1.64,1280,720,True
defense_0090.avi,defense,Dataset\rawData\defense\defense_0090.avi,40,25,1.6,1280,720,True
defense_0091.avi,defense,Dataset\rawData\defense\defense_0091.avi,50,25,2.0,1280,720,True
defense_0092.avi,defense,Dataset\rawData\defense\defense_0092.avi,94,25,3.76,1280,720,True
defense_0093.avi,defense,Dataset\rawData\defense\defense_0093.avi,36,25,1.44,1280,720,True
defense_0094.avi,defense,Dataset\rawData\defense\defense_0094.avi,56,25,2.24,1280,720,True
defense_0095.avi,defense,Dataset\rawData\defense\defense_0095.avi,50,25,2.0,1280,720,True
defense_0096.avi,defense,Dataset\rawData\defense\defense_0096.avi,51,25,2.04,1280,720,True
defense_0097.avi,defense,Dataset\rawData\defense\defense_0097.avi,51,25,2.04,1280,720,True
defense_0098.avi,defense,Dataset\rawData\defense\defense_0098.avi,95,25,3.8,1280,720,True
defense_0099.avi,defense,Dataset\rawData\defense\defense_0099.avi,71,25,2.84,1280,720,True
defense_0100.avi,defense,Dataset\rawData\defense\defense_0100.avi,53,25,2.12,1280,720,True
defense_0101.avi,defense,Dataset\rawData\defense\defense_0101.avi,72,25,2.88,1280,720,True
defense_0102.avi,defense,Dataset\rawData\defense\defense_0102.avi,52,25,2.08,1280,720,True
